ID_Client,Age,Sexe,Revenu_Annuel,Fréquence_Achat_Mois,Panier_Moyen,Nombre_Commandes,Score_Fidélité,Interactions_RéseauxSociaux,Participation_Programme_Fidélité,Nombre_Retours,Ancienneté_Client,Score_Satisfaction,Nombre_Visites_Site_Web,Dernier_Achat,Total_Dépensé,Type_Produit_Préféré,Panier_Abandonné
25040,59,1,66616,1,193.54,14,91,339,Oui,5,3,54,294,2023-11-26 01:15:56.192324,27619.32,Soins visage,6
38900,32,0,64661,10,93.6,32,74,835,Oui,10,9,72,126,2024-01-28 01:15:56.192324,68329.548,Ordinateur,0
79800,69,0,23836,9,48.31,5,73,928,Non,6,8,9,51,2023-07-09 01:15:56.192324,14306.016,Boissons,3
72241,38,0,56013,10,184.58,42,85,626,Oui,7,8,11,198,2025-01-14 01:15:56.192324,30744.936,Trottinette électrique,4
6324,80,1,24170,6,419.08,42,85,761,Oui,7,5,59,181,2023-05-08 01:15:56.192324,15115.187999999998,Casque audio,2
45896,49,0,19450,10,456.41,22,99,637,Non,9,1,27,148,2024-10-02 01:15:56.192324,13996.704,Jeux de société,6
69165,58,0,100720,5,56.22,45,88,335,Non,9,2,8,149,2023-05-30 01:15:56.192324,68713.572,Snacks,3
45296,66,0,99797,4,189.95,19,78,893,Non,2,6,2,103,2023-08-07 01:15:56.192324,19991.148,Jeux de société,1
92483,37,1,57580,4,333.85,41,87,331,Non,4,10,19,278,2025-03-19 01:15:56.192324,57330.636,Vélos,4
21333,59,0,53180,3,312.04,21,82,797,Non,1,2,59,272,2023-12-14 01:15:56.192324,38739.336,Meubles,7
73445,26,1,82568,1,190.34,26,100,165,Non,9,1,92,297,2023-07-01 01:15:56.192324,15362.892,Casque audio,1
47177,19,0,51373,0,422.16,41,65,485,Oui,6,7,67,286,2023-10-22 01:15:56.192324,45741.972,Linge de maison,3
84784,40,0,74204,0,230.04,21,94,524,Non,6,8,40,68,2023-06-06 01:15:56.192324,69267.852,Parfums,2
71796,56,0,74368,10,213.05,21,72,608,Oui,3,5,33,182,2023-10-10 01:15:56.192324,82541.724,Téléphone,2
80478,75,1,28244,3,67.3,45,65,60,Oui,1,3,43,247,2024-02-04 01:15:56.192324,10226.076,Meubles,4
41303,59,1,20977,1,421.77,2,92,310,Oui,6,8,58,172,2024-06-23 01:15:56.192324,1555.392,Shampoing,3
96113,70,0,52982,0,89.64,23,85,203,Oui,2,10,25,97,2024-10-30 01:15:56.192324,40229.388,Accessoires,2
9244,29,0,118976,0,132.6,8,76,942,Oui,5,4,15,231,2025-03-05 01:15:56.192324,22473.972,Ordinateur,10
3468,29,1,83859,10,24.59,35,91,838,Non,9,4,57,56,2024-04-08 01:15:56.192324,74143.416,Chaussures,7
70375,54,0,82258,2,225.5,4,78,598,Oui,10,1,50,62,2023-09-20 01:15:56.192324,41347.764,Soins visage,5
58873,64,1,111605,0,367.43,44,81,692,Oui,7,4,33,236,2025-01-15 01:15:56.192324,66471.9,Snacks,4
80946,48,1,73414,10,319.76,38,79,312,Oui,3,8,93,228,2023-11-25 01:15:56.192324,72502.704,Trottinette électrique,5
58283,67,0,21829,3,370.85,42,60,909,Oui,2,3,40,115,2024-05-16 01:15:56.192324,17055.768,Snacks,6
49694,19,1,99102,9,54.26,30,92,100,Non,0,1,18,267,2024-09-21 01:15:56.192324,355.296,Produits frais,1
33716,40,1,45744,2,72.53,15,100,32,Oui,8,5,68,55,2024-07-31 01:15:56.192324,28868.244,Chaussures,3
47696,57,0,99361,6,34.54,20,99,523,Non,9,10,9,185,2025-01-25 01:15:56.192324,69681.48,Boissons,0
87776,47,0,114820,5,426.15,6,96,60,Non,9,9,18,128,2023-05-10 01:15:56.192324,114071.796,Téléphone,2
25327,28,1,35597,0,278.67,4,76,389,Oui,1,8,40,115,2025-02-04 01:15:56.192324,25804.992,Accessoires,2
73839,43,0,36083,1,406.85,21,86,7,Oui,5,4,21,151,2023-07-06 01:15:56.192324,36710.832,Vélos,7
32316,66,1,116434,2,490.87,20,83,193,Oui,8,10,27,51,2023-08-21 01:15:56.192324,35126.688,Meubles,0
85375,43,0,89570,8,77.8,23,84,497,Oui,5,1,32,296,2024-04-28 01:15:56.192324,57900.564,Jeux de société,2
19937,59,1,55725,2,49.5,24,65,669,Oui,9,9,82,299,2024-06-26 01:15:56.192324,19764.348,Boissons,4
98906,43,1,66431,0,255.81,48,72,639,Oui,5,5,4,61,2024-03-13 01:15:56.192324,16599.683999999997,Accessoires voiture,9
91370,36,1,41203,8,243.82,46,69,796,Oui,3,7,50,150,2024-07-03 01:15:56.192324,2479.416,Casque audio,3
11055,25,1,50196,2,283.05,32,84,721,Non,3,9,89,94,2023-11-22 01:15:56.192324,19117.872,Chaussures,6
70165,46,0,119332,7,94.1,50,96,490,Oui,6,2,17,188,2024-09-28 01:15:56.192324,23454.912,Soins visage,2
45939,26,0,76610,0,425.16,48,86,641,Oui,4,6,4,160,2023-11-29 01:15:56.192324,29178.528,Ustensiles de cuisine,1
77189,23,1,87274,4,98.89,48,65,876,Non,6,1,97,91,2023-12-06 01:15:56.192324,71803.87199999999,Produits frais,1
30836,58,0,106488,10,349.71,33,67,931,Oui,9,2,100,119,2024-09-19 01:15:56.192324,57581.82,GPS,3
43579,41,1,47658,8,290.97,34,99,647,Oui,5,3,93,133,2023-07-19 01:15:56.192324,53441.82,Meubles,5
37722,80,1,68525,1,300.79,12,60,456,Oui,7,8,31,157,2025-03-14 01:15:56.192324,64277.00399999999,Vélos,0
24132,35,0,64484,2,454.52,14,92,795,Oui,9,3,32,204,2024-08-23 01:15:56.192324,64442.676,Vélos,7
12840,72,0,21133,1,487.84,31,65,581,Oui,0,5,29,74,2025-01-25 01:15:56.192324,11689.776,Jeux de société,9
87476,19,1,78181,7,220.31,12,99,434,Non,1,6,51,169,2024-09-12 01:15:56.192324,51152.472,Meubles,0
27015,61,0,46230,2,336.66,34,86,956,Non,5,2,31,263,2023-07-22 01:15:56.192324,27217.92,Parfums,6
169,52,1,22862,0,461.14,42,82,420,Oui,0,3,74,152,2023-09-18 01:15:56.192324,776.016,Casque audio,2
18042,68,0,19391,1,135.89,12,63,709,Oui,0,6,81,103,2024-01-08 01:15:56.192324,15412.644,Vélos,2
19938,70,1,23176,3,446.81,3,74,689,Oui,1,6,20,287,2024-11-09 01:15:56.192324,18223.356,Parfums,2
97349,31,1,93636,10,281.77,14,64,273,Oui,4,7,75,272,2025-03-02 01:15:56.192324,53875.692,Casque audio,0
37399,62,0,106344,10,195.0,33,64,962,Oui,4,7,9,246,2024-04-06 01:15:56.192324,897.6719999999999,Accessoires,0
35133,64,1,49112,4,492.28,44,77,444,Oui,10,1,88,94,2023-07-10 01:15:56.192324,4213.656,Linge de maison,2
35794,67,1,99330,5,60.28,48,77,910,Oui,4,3,14,84,2025-01-02 01:15:56.192324,50778.528,Parfums,9
80067,41,1,111331,9,91.58,21,77,813,Oui,3,5,15,217,2024-06-27 01:15:56.192324,127137.132,Snacks,0
35240,61,0,91578,8,45.09,48,82,217,Non,5,6,59,55,2023-10-13 01:15:56.192324,88629.132,Vélos,0
84352,45,0,76329,7,256.71,43,84,333,Oui,1,9,66,220,2023-05-01 01:15:56.192324,40631.364,Meubles,2
85466,72,1,58263,6,327.49,5,65,490,Non,10,7,15,57,2024-08-04 01:15:56.192324,69500.184,Produits frais,0
84351,79,1,63002,4,234.16,38,84,129,Oui,7,6,46,229,2025-03-25 01:15:56.192324,20152.584,Vêtements,2
83453,61,1,34409,1,429.43,8,66,421,Oui,7,3,76,124,2024-10-08 01:15:56.192324,12155.676,Chaussures,4
80171,50,1,55164,8,99.21,25,69,657,Non,8,5,88,249,2023-04-08 01:15:56.192324,61652.676,Casque audio,5
14294,80,0,60587,6,89.78,10,95,183,Oui,2,1,12,209,2024-05-10 01:15:56.192324,30957.324,Casque audio,3
24700,43,1,88467,6,18.0,38,96,235,Non,8,2,6,188,2024-05-09 01:15:56.192324,41043.228,Snacks,1
33114,76,0,70567,6,384.32,41,91,31,Non,4,6,60,178,2024-11-15 01:15:56.192324,58678.548,Soins visage,2
78660,59,1,77786,8,145.14,48,75,934,Oui,6,9,8,264,2023-10-01 01:15:56.192324,34449.156,Téléphone,4
2086,19,0,35479,6,370.44,23,94,950,Oui,6,6,44,161,2025-02-26 01:15:56.192324,23831.82,Parfums,0
15351,30,0,67963,1,252.09,9,80,231,Non,0,5,10,62,2023-06-19 01:15:56.192324,49814.832,Produits frais,0
97642,21,0,105591,10,334.93,44,73,322,Non,4,4,1,78,2024-04-30 01:15:56.192324,42185.952,GPS,8
99478,45,0,26701,0,239.57,49,100,352,Non,8,7,9,101,2024-05-28 01:15:56.192324,12254.232,GPS,3
17104,67,1,49677,8,303.12,50,90,952,Oui,6,10,43,78,2024-03-03 01:15:56.192324,29240.88,Ordinateur,1
54415,43,1,83246,5,142.68,22,88,304,Oui,7,3,5,220,2024-10-24 01:15:56.192324,67944.12,Meubles,1
23452,40,1,71728,0,173.47,25,68,459,Oui,6,5,33,276,2024-04-17 01:15:56.192324,5340.491999999999,Équipements de sport,7
29563,64,1,56045,6,266.02,30,97,506,Non,2,5,63,141,2023-11-15 01:15:56.192324,43916.16,Vêtements,1
86046,35,0,34521,7,178.73,25,71,219,Oui,10,10,98,105,2024-11-29 01:15:56.192324,4935.396,Snacks,6
38031,70,0,68839,9,497.69,17,83,696,Oui,5,7,59,220,2024-11-28 01:15:56.192324,41665.704,Shampoing,3
73449,64,1,63098,10,338.64,36,89,655,Oui,1,7,90,183,2023-08-23 01:15:56.192324,11799.156,GPS,4
16456,79,1,106910,5,174.58,4,93,147,Oui,7,9,83,149,2024-08-19 01:15:56.192324,106480.296,Vélos,1
65018,29,0,47061,2,433.22,24,100,305,Non,5,2,13,257,2024-10-14 01:15:56.192324,51657.408,Trottinette électrique,7
96050,53,0,111689,7,357.14,38,63,880,Non,4,6,3,221,2023-07-31 01:15:56.192324,20678.112,Ordinateur,4
91536,71,1,26221,2,10.06,8,91,613,Non,7,6,45,148,2023-07-05 01:15:56.192324,30622.788,Soins visage,3
19164,59,0,43791,1,24.45,7,76,826,Oui,5,2,53,262,2025-03-13 01:15:56.192324,43260.96,Jeux de société,4
36115,30,1,23700,5,470.99,49,100,320,Non,1,5,11,120,2024-02-13 01:15:56.192324,14476.476,Boissons,5
72827,54,1,119433,3,342.48,11,100,20,Oui,0,7,69,206,2025-01-05 01:15:56.192324,86272.81199999999,Téléphone,4
40487,26,1,95034,0,438.26,13,68,906,Non,2,3,17,287,2025-01-01 01:15:56.192324,60225.12,Soins visage,3
155,69,1,81340,3,14.78,12,97,428,Oui,3,10,40,77,2023-07-20 01:15:56.192324,2560.032,Shampoing,2
21934,34,0,116053,9,458.43,37,89,499,Non,6,6,82,185,2023-09-30 01:15:56.192324,109776.864,Accessoires,2
33920,23,0,68542,0,33.53,9,90,118,Oui,6,2,99,249,2023-12-21 01:15:56.192324,65316.636,Soins visage,2
46588,46,0,64499,2,44.56,9,71,330,Non,0,7,94,195,2024-09-02 01:15:56.192324,65274.372,Produits frais,2
19652,59,1,35878,1,10.31,8,86,53,Non,8,7,87,131,2024-07-23 01:15:56.192324,30686.964,Équipements de sport,4
93250,35,1,25175,4,488.31,40,68,211,Oui,4,7,7,88,2024-05-08 01:15:56.192324,24903.876,Accessoires,4
81297,61,0,82354,6,321.92,30,89,843,Oui,5,3,7,179,2024-06-09 01:15:56.192324,95126.676,Équipements de sport,6
19829,54,0,59878,0,109.01,32,92,105,Oui,1,10,40,211,2024-08-09 01:15:56.192324,67623.432,Vélos,4
41300,42,0,79022,6,317.94,46,92,27,Non,4,3,39,253,2024-10-17 01:15:56.192324,49198.152,Équipements de sport,4
56700,31,0,89797,0,252.76,42,97,206,Oui,4,10,25,146,2024-06-15 01:15:56.192324,18796.092,Linge de maison,3
1807,42,0,100460,1,385.97,15,76,783,Oui,3,3,95,262,2023-06-10 01:15:56.192324,63607.992,Téléphone,6
89242,74,1,32214,10,56.85,10,96,443,Oui,0,5,78,211,2023-10-25 01:15:56.192324,34961.484,GPS,2
92873,46,1,81650,8,251.77,13,78,145,Oui,0,8,100,201,2023-08-15 01:15:56.192324,9260.244,Vélos,3
15941,25,0,25713,5,311.04,15,90,583,Oui,2,1,47,162,2023-08-25 01:15:56.192324,17811.384,Chaussures,4
27851,49,1,92805,10,383.68,22,63,485,Non,2,2,39,108,2023-03-28 01:15:56.192324,38112.456,GPS,4
46630,23,1,94601,4,336.48,44,83,935,Oui,0,10,70,238,2024-06-08 01:15:56.192324,76198.416,Ordinateur,1
34966,37,0,26469,4,207.38,32,81,323,Oui,6,10,77,168,2024-04-17 01:15:56.192324,14576.256,Téléphone,0
25771,79,0,40520,6,157.98,13,92,707,Oui,2,3,57,278,2023-12-27 01:15:56.192324,815.1239999999999,Vêtements,5
12215,19,1,77954,10,448.77,15,99,351,Oui,10,4,36,145,2023-04-10 01:15:56.192324,86780.424,Chaussures,1
90505,18,1,67632,7,65.56,28,84,872,Non,1,1,83,121,2025-03-21 01:15:56.192324,64383.3,Téléphone,4
3108,76,0,62534,6,144.73,8,98,924,Non,6,7,4,290,2023-06-03 01:15:56.192324,24981.036,Parfums,0
1216,63,0,18704,10,92.59,43,64,682,Oui,1,1,94,209,2024-08-08 01:15:56.192324,15931.032,Boissons,6
23794,66,1,50624,9,131.35,14,81,529,Oui,0,2,25,120,2023-09-04 01:15:56.192324,2653.356,Shampoing,0
22582,31,0,78789,6,289.39,31,76,458,Non,3,8,8,132,2023-05-31 01:15:56.192324,67076.976,Chaussures,1
99570,34,1,113359,10,35.7,30,63,156,Oui,10,1,60,134,2024-07-22 01:15:56.192324,17748.167999999998,Trottinette électrique,1
32298,40,0,70754,1,77.32,2,94,558,Oui,4,8,50,90,2024-02-21 01:15:56.192324,50110.236,Équipements de sport,4
80406,37,1,70476,0,462.02,26,76,52,Non,2,3,51,258,2024-10-20 01:15:56.192324,78135.96,Shampoing,1
15700,37,0,82235,10,444.29,17,84,745,Oui,0,3,87,286,2024-07-26 01:15:56.192324,13113.864,Linge de maison,0
99253,30,0,75753,5,114.7,28,94,36,Non,10,4,10,219,2024-02-20 01:15:56.192324,26673.636,Accessoires,5
49470,43,1,119310,1,209.81,47,85,577,Oui,8,10,38,156,2023-11-08 01:15:56.192324,36729.3,Produits frais,2
42189,63,1,25476,1,18.79,36,75,239,Oui,3,4,56,142,2024-01-11 01:15:56.192324,17234.328,Accessoires voiture,0
69760,68,0,28632,10,309.66,33,60,384,Oui,10,6,98,74,2024-02-22 01:15:56.192324,15632.544,Produits frais,3
2753,69,0,78792,7,293.1,40,82,99,Oui,6,5,74,257,2024-07-30 01:15:56.192324,45903.468,Snacks,7
10064,39,1,71927,1,97.8,20,71,244,Oui,7,6,68,285,2024-11-06 01:15:56.192324,77634.45599999999,Shampoing,4
66483,78,1,90161,7,144.27,26,74,389,Oui,5,3,36,54,2025-02-26 01:15:56.192324,89254.62000000001,GPS,1
93917,48,1,100882,0,380.72,20,89,325,Non,1,10,24,181,2024-01-19 01:15:56.192324,45567.816,Shampoing,0
93441,70,0,74943,10,330.45,36,79,92,Oui,8,8,27,185,2023-05-16 01:15:56.192324,71526.80399999999,Vélos,4
49044,46,1,69417,10,100.16,7,85,119,Oui,10,6,88,160,2023-05-13 01:15:56.192324,48534.444,Soins visage,1
7475,60,1,45022,4,456.35,8,76,4,Oui,0,7,43,153,2024-05-31 01:15:56.192324,48715.212,Téléphone,0
68400,80,1,99002,8,415.3,42,99,78,Oui,5,10,40,166,2023-05-29 01:15:56.192324,97446.948,Chaussures,2
78952,78,1,100516,0,75.37,7,90,81,Non,2,7,86,165,2023-09-29 01:15:56.192324,34517.244,Accessoires,0
84767,26,1,102160,1,483.73,29,66,531,Oui,4,10,66,143,2024-10-26 01:15:56.192324,65348.94,Téléphone,3
24772,43,1,79373,8,225.29,2,94,614,Oui,7,5,80,274,2024-06-25 01:15:56.192324,39510.144,Ordinateur,1
95627,46,1,75846,7,121.16,2,73,260,Oui,2,2,18,267,2024-03-24 01:15:56.192324,53273.196,Parfums,1
92087,73,0,67534,0,143.94,41,82,819,Oui,8,5,56,198,2023-12-23 01:15:56.192324,11122.032,Vélos,7
76807,65,0,80671,5,99.55,4,84,43,Oui,3,3,17,93,2024-11-25 01:15:56.192324,5568.66,Linge de maison,3
6456,63,1,35450,3,126.21,41,80,783,Oui,2,2,75,144,2023-04-07 01:15:56.192324,34302.396,Accessoires,10
64977,60,1,89087,8,489.1,14,96,939,Oui,8,4,40,148,2023-10-13 01:15:56.192324,90794.184,Vêtements,0
76250,62,0,47828,0,435.29,41,61,986,Non,8,2,85,59,2024-07-20 01:15:56.192324,51163.488,Vêtements,2
64965,51,1,50383,10,424.31,17,67,272,Oui,1,1,56,268,2024-06-08 01:15:56.192324,19683.54,Ordinateur,6
39111,70,0,100961,6,257.39,38,98,770,Oui,9,6,54,118,2024-11-03 01:15:56.192324,25362.012,Casque audio,3
61780,38,0,115140,9,428.14,39,73,307,Non,7,5,76,134,2024-12-01 01:15:56.192324,6263.916,Accessoires,4
79690,62,0,104499,5,173.28,48,88,423,Oui,3,6,96,169,2023-03-31 01:15:56.192324,38421.744,Boissons,5
81411,48,0,100737,3,348.42,23,67,888,Oui,2,9,17,215,2024-09-18 01:15:56.192324,61820.352,Linge de maison,2
48305,46,1,118071,9,434.28,13,83,985,Oui,4,1,99,85,2024-08-20 01:15:56.192324,77254.164,Soins visage,0
88161,47,0,80304,9,203.28,5,96,538,Non,3,4,6,120,2024-12-02 01:15:56.192324,24299.112,GPS,5
11179,45,1,50433,2,184.0,21,81,386,Non,3,7,9,231,2023-09-19 01:15:56.192324,60000.07199999999,Vélos,2
46653,43,0,85695,0,336.56,20,94,952,Oui,8,3,72,237,2023-06-06 01:15:56.192324,64702.452,Jeux de société,2
2347,21,0,37733,3,436.38,41,63,282,Non,2,3,53,268,2024-05-01 01:15:56.192324,30726.384,Jeux de société,0
79100,71,1,115238,0,144.99,18,79,889,Non,10,8,7,299,2024-11-10 01:15:56.192324,16416.108,Téléphone,0
99081,18,0,26084,8,24.03,23,99,917,Non,4,2,5,51,2023-11-27 01:15:56.192324,23677.572,Soins visage,4
82447,60,0,17242,1,211.09,42,89,410,Oui,5,4,41,69,2024-01-27 01:15:56.192324,4215.048,GPS,5
36486,41,0,106614,10,141.52,40,88,186,Non,10,10,38,94,2025-03-14 01:15:56.192324,58941.66,Boissons,3
33050,68,1,36602,9,366.81,15,95,144,Oui,5,1,63,82,2025-03-24 01:15:56.192324,31444.296,Téléphone,1
89221,59,0,60697,1,374.37,15,76,360,Oui,4,1,17,183,2023-06-01 01:15:56.192324,57332.172,Linge de maison,2
4402,66,0,61702,1,403.41,22,87,495,Non,3,9,54,90,2024-03-12 01:15:56.192324,46785.888,Boissons,1
38712,50,1,47616,10,16.36,9,93,574,Non,10,4,67,288,2024-12-01 01:15:56.192324,32334.816,Casque audio,5
26026,76,1,91775,3,157.13,36,69,125,Oui,9,6,68,68,2024-01-16 01:15:56.192324,15100.5,Linge de maison,0
45026,23,1,54414,5,70.38,2,77,772,Non,9,2,9,205,2024-12-14 01:15:56.192324,16919.64,Parfums,5
68455,71,0,27330,2,165.87,15,90,998,Oui,0,7,27,114,2023-11-17 01:15:56.192324,4668.996,Ustensiles de cuisine,1
31949,35,1,104138,4,475.72,24,97,214,Non,10,10,52,169,2024-07-09 01:15:56.192324,100451.22,Ordinateur,0
5345,57,1,75060,1,18.8,22,62,713,Oui,7,1,100,226,2024-03-18 01:15:56.192324,40668.10799999999,Équipements de sport,4
35536,36,0,81070,1,333.57,44,69,865,Non,10,9,27,166,2024-05-23 01:15:56.192324,60070.284,Shampoing,4
30828,52,1,102467,3,125.73,11,62,652,Oui,5,8,88,152,2025-02-10 01:15:56.192324,25296.216,Vélos,6
26707,31,0,40247,7,399.0,6,85,554,Oui,3,3,4,122,2024-11-21 01:15:56.192324,16341.432,Soins visage,2
41164,76,1,103974,10,139.1,13,67,146,Oui,5,6,35,230,2023-06-11 01:15:56.192324,28797.972,Shampoing,3
34541,68,0,55176,1,58.53,24,64,960,Non,4,6,74,166,2023-06-09 01:15:56.192324,49674.696,Chaussures,2
91092,19,0,17420,6,236.92,4,75,799,Non,9,9,12,106,2023-07-18 01:15:56.192324,15908.544,Meubles,3
51406,41,0,75449,8,272.62,32,64,222,Oui,7,9,98,120,2023-10-03 01:15:56.192324,86372.628,Trottinette électrique,5
76974,43,1,81438,1,344.28,43,79,905,Oui,9,10,31,107,2024-12-23 01:15:56.192324,76529.796,Parfums,3
81006,74,0,23064,7,191.38,12,73,574,Oui,10,6,58,204,2024-06-11 01:15:56.192324,21231.552,Trottinette électrique,2
47153,22,1,76381,4,326.78,17,60,168,Oui,8,10,50,149,2023-05-07 01:15:56.192324,17509.811999999998,Soins visage,3
26978,33,1,50464,8,306.18,16,90,88,Oui,2,9,40,143,2023-10-03 01:15:56.192324,21629.532,Casque audio,2
91811,60,0,113346,10,256.75,37,95,859,Oui,0,9,27,269,2024-06-13 01:15:56.192324,58420.896,Vêtements,1
78128,37,1,66165,4,223.0,11,92,428,Oui,1,10,54,286,2023-08-09 01:15:56.192324,14695.932,Snacks,1
56297,38,0,19056,0,191.95,4,78,183,Oui,4,6,42,219,2024-07-30 01:15:56.192324,2072.76,Équipements de sport,0
46009,60,1,112741,4,493.27,47,73,723,Oui,0,10,90,85,2023-07-19 01:15:56.192324,14613.936,Trottinette électrique,2
58777,35,0,55980,5,244.53,46,70,144,Oui,9,3,57,112,2024-12-30 01:15:56.192324,50734.60799999999,GPS,7
51060,75,1,47256,10,61.99,38,62,806,Non,2,8,28,190,2024-09-12 01:15:56.192324,3722.964,Parfums,2
37440,68,1,21536,7,356.36,1,100,601,Oui,0,1,100,273,2024-01-24 01:15:56.192324,9650.856,Chaussures,1
12064,49,1,64815,6,42.53,30,79,17,Non,1,9,6,236,2023-06-01 01:15:56.192324,8250.624,Vêtements,0
1926,20,1,91066,1,237.73,48,99,569,Non,9,6,95,270,2025-02-11 01:15:56.192324,49469.28,Linge de maison,4
95719,61,0,103187,6,84.48,42,62,365,Non,0,10,3,198,2023-05-10 01:15:56.192324,37123.608,Vêtements,0
59846,42,1,93500,1,12.0,10,72,305,Non,9,4,43,73,2023-09-15 01:15:56.192324,47627.1,Ordinateur,6
51742,63,0,78741,6,409.67,26,64,478,Oui,5,4,75,295,2024-07-02 01:15:56.192324,14899.308,Meubles,2
97013,60,1,53937,9,46.5,45,74,696,Oui,0,6,22,106,2023-10-22 01:15:56.192324,38785.308,Casque audio,4
12621,42,0,21397,2,86.59,2,69,47,Oui,2,3,11,198,2024-05-17 01:15:56.192324,16048.8,Casque audio,10
58869,73,1,101113,9,219.02,34,86,488,Non,10,3,49,166,2025-02-19 01:15:56.192324,8723.135999999999,Équipements de sport,1
9789,58,0,81460,2,380.94,28,99,283,Oui,4,2,89,216,2023-04-17 01:15:56.192324,44840.604,Chaussures,6
55856,69,0,83224,10,309.02,3,84,973,Oui,0,2,70,273,2024-04-20 01:15:56.192324,88655.868,Chaussures,1
90472,66,1,17263,7,451.3,41,83,594,Oui,1,10,89,262,2024-04-13 01:15:56.192324,7333.596,Boissons,0
8245,39,0,26043,9,122.52,21,95,541,Oui,2,1,98,234,2023-06-11 01:15:56.192324,29066.94,Snacks,1
99645,47,0,17415,0,182.82,27,74,806,Non,9,7,96,171,2023-09-26 01:15:56.192324,13229.664,Téléphone,1
81921,75,0,44518,4,226.17,8,96,553,Non,3,6,28,165,2023-12-10 01:15:56.192324,769.992,Ustensiles de cuisine,0
61963,49,1,31649,1,193.29,16,64,87,Oui,4,4,44,58,2025-03-21 01:15:56.192324,12436.428,Ordinateur,0
20542,31,0,68264,10,64.48,8,63,543,Oui,8,4,3,170,2024-08-24 01:15:56.192324,6188.075999999999,Vélos,3
86894,78,1,58991,2,454.89,44,87,140,Non,0,9,59,223,2023-10-30 01:15:56.192324,19948.92,Vélos,4
57429,34,0,62802,2,423.03,28,90,182,Non,6,7,16,145,2024-03-25 01:15:56.192324,73862.484,Meubles,0
188,80,1,103162,9,169.48,42,92,109,Oui,7,9,48,64,2023-11-10 01:15:56.192324,117998.592,Shampoing,3
92383,77,0,98811,8,247.14,15,86,153,Non,4,5,20,165,2023-04-15 01:15:56.192324,25721.16,Accessoires,2
85283,54,0,61668,1,53.61,46,80,47,Non,5,10,5,154,2023-08-29 01:15:56.192324,22816.896,Shampoing,3
52405,49,1,103372,5,347.66,12,63,403,Non,1,3,47,287,2023-11-15 01:15:56.192324,18668.868,Vêtements,5
23903,74,1,48745,6,92.1,47,94,780,Oui,5,7,14,109,2023-09-19 01:15:56.192324,53562.0,Casque audio,1
94184,53,0,63385,9,247.19,23,84,572,Non,3,10,94,136,2025-01-15 01:15:56.192324,5810.736,Produits frais,4
75854,21,1,41298,4,426.24,5,84,137,Non,8,4,25,68,2023-04-09 01:15:56.192324,33198.191999999995,Linge de maison,4
63,72,0,40132,8,266.17,44,84,668,Oui,1,4,25,267,2024-07-05 01:15:56.192324,12109.692,Parfums,7
64458,34,1,86151,5,390.75,14,97,628,Oui,6,5,17,98,2023-11-20 01:15:56.192324,30504.78,Casque audio,7
73882,21,0,59338,3,43.91,27,81,762,Oui,1,5,85,74,2024-04-19 01:15:56.192324,32779.38,Produits frais,4
62424,57,0,82570,10,124.51,24,82,902,Oui,8,5,100,120,2023-10-26 01:15:56.192324,55409.544,Boissons,3
77537,67,1,98645,5,114.52,45,91,230,Oui,2,3,69,105,2024-12-23 01:15:56.192324,13867.212,Vêtements,7
43097,63,0,34052,2,468.82,37,75,798,Oui,2,5,15,193,2023-03-31 01:15:56.192324,10936.872,Snacks,9
71545,72,0,68910,10,176.3,24,66,76,Oui,7,1,19,297,2025-02-04 01:15:56.192324,23453.964,Chaussures,1
84013,62,1,28365,7,240.39,17,87,364,Oui,10,8,1,177,2023-11-22 01:15:56.192324,33213.18,Accessoires,4
15454,55,0,81781,9,294.75,24,90,1000,Oui,2,6,2,189,2023-06-15 01:15:56.192324,21515.28,Équipements de sport,1
32540,47,1,103317,2,47.61,46,83,314,Non,3,8,39,65,2023-07-11 01:15:56.192324,34701.011999999995,Accessoires,2
44848,31,0,23536,6,442.45,2,71,49,Oui,6,10,6,186,2024-11-11 01:15:56.192324,940.188,GPS,1
87627,41,1,85176,2,322.6,25,63,346,Non,2,5,0,246,2023-08-28 01:15:56.192324,3555.612,Ordinateur,5
99415,57,0,30382,1,66.61,3,99,125,Oui,4,3,80,266,2024-09-19 01:15:56.192324,7847.843999999999,Ustensiles de cuisine,6
27301,21,1,28772,1,369.34,49,77,898,Oui,9,3,91,248,2024-12-22 01:15:56.192324,742.332,Ordinateur,3
43348,55,0,49433,6,66.01,33,85,534,Non,0,4,39,72,2024-04-19 01:15:56.192324,39669.168,Chaussures,4
77775,67,0,74452,7,208.56,28,69,854,Oui,10,5,41,205,2024-03-01 01:15:56.192324,48376.62,Shampoing,10
42100,58,0,112244,5,359.39,24,99,742,Oui,0,5,94,210,2025-01-16 01:15:56.192324,17727.059999999998,GPS,0
83911,20,1,117825,3,24.18,40,96,370,Non,9,3,7,294,2023-07-05 01:15:56.192324,125317.152,Chaussures,5
32570,48,1,42625,9,475.99,3,82,152,Non,8,6,29,286,2024-11-22 01:15:56.192324,15477.036,Équipements de sport,4
59367,27,0,75159,6,344.74,37,92,739,Oui,0,8,84,115,2024-01-31 01:15:56.192324,12471.864,Vêtements,4
859,71,1,113788,2,241.65,35,89,624,Oui,10,8,2,215,2024-04-29 01:15:56.192324,7182.804,Boissons,4
5911,25,1,119359,3,384.18,45,90,353,Oui,7,1,7,235,2023-05-02 01:15:56.192324,42371.952,Casque audio,4
